Cre Account,Cre Name
BAE,BARCLAY AWARDS AND ENGRAVING
BAHCO,BAHCO TOOLS NZ
BAILEY,BAILEY TANKS LTD
BAKKERR,R Bakker
BALANCE,BALANCE BUSINESS SYSTEMS
BALCOM,BALCOM PRODUCTS LTD
BALDRY,K W Baldry (2012) Ltd
BALLANTENT,BALLANTYNE ENTERPRISES 2023
BALLANTYNE,BALLANTYNE TAYLOR LTD
BALLOONS,Balloon 'N' Things
BALLUFF,BALLUFF LEUZE ELECTRONIC
BALLUFF,Balluff NZ Limited
BAMFORD,W.M. BAMFORD & CO. LTD
BANDRENC,B & R Enclosures Limited
BANKS,BANKS PENINSULA TRANSPORT LTD
BANNEREXPR,Banner Express Limited
BANNOCK,Bannock Brae
BARCL,BARCLAY ENGINEERING
BARCLAY,BARCLAY ENGRAVERS
BARJON,Barjon Investments Limited
BARKER,Barker & Associates
BARNESH,BARNES/HURRING PARTNERSHIP
BARR,L BARROW
BARRINGTON,BARRINGTONS  CATERERS AND BAYS
BARTONP,PHIL BARTON
BARTONS,Bartons Sound System Ltd
BARTOS,C & L BARTOSH
BARTTAYLOR,Bart Taylor LTD
BASKIVILLE,Baskiville.Com Ltd
BATTERY,Battery Services Industrial
BATTERYAK,BATTERYAK
BATTERYM,BATTERY MASTA
BATTERYW,Battery Warehouse
BATTERYZ,BatteryZone Rotorua Ltd
BATTTRAIN,BATT TRAINING & DEVELOPMENT LT
BAX,BAX GLOBAL NZ LTD
BAY,BAY TRANSPORT
BAYAER,BAY AERIALS LIMITED
BAYBETTA,BAY BETTA ELECTRICAL WKT
BAYBLINDS,Bay Blinds Ltd
BAYBRUSH,Bay of Plenty Brush Supplies
BAYBUS,Bay Business Centre Ltd
BAYCITYM,BAY CITY MOTORS 1992
BAYCLEAN,Bay Cleaning Services 2002 Ltd
BAYCON,BAYWIDE CONSTRUCTION LTD (ROT)
BAYCORP,Baycorp National Service
BAYCORPNZ,BAYCORP (NZ) LTD
BAYELEC,Bay Electrical & Security Ltd
BAYELECTE,Bay Electrical Engineering Ltd
BAYENGIN,Bay Engineers Supplies
BAYES,Bay Electrical & Security Ltd
BAYFK,BAY OF PLENTY FORKLIFTS (TGA)
BAYFORD,BAY FORD
BAYFORM,BAYFORM INDUSTRIES LTD
BAYLEYS,Bayleys Property Services Ltd
BAYLYP,Philip Bayly-Bayly Industries
BAYNET,BAYCORP-BUSINESS DATA
BAYNIS,PETER FARMER MOTORS LTD
BAYOFFICE,BAY OFFICE PRODUCTS DEPOT
BAYPOW,Bay Power Coaters Ltd
BAYPOWER,BAY POWER ENGINEERING
BAYPRES,Bay Precision Panel & Paint
BAYR,BAY REFUSE SERVICES
BAYRENT,Bay Of Islands Rentals Ltd
BAYREWINDS,Bay Rewinds & Servicing
BAYROAD,BAY ROAD MARKERS LTD
BAYS,BAYS PRINT MANAGEMENT LIMITED
BAYSEC,Baysec Ltd
BAYSPIES,Barringtons Fine Foods
BAYSPIES,BAYS PIES
BAYSWATERE,Bayswater European Limited
BAYTRADE,Bay Trade Supplies Limited
BAYULTRA,BAY ULTRA DRY
BAYVENUES,Bay Venues Ltd
BAYVIE,Bayview Pump & Electrical
BBQ,BBQ FACTORY LTD
BBQ BILL,BBQ Bill
BBSIGNS,BB SIGNS LTD
BCDTRAVEL,BCD TRAVEL
BDFINTERN,BDF INTERNATIONAL (2008) LTD
BDL,Business Distributors Ltd
BDO, BDO AUCKLAND
BDO,BDO
BDO,BDO SPICERS
BDRSECUR,BDR SECURITY LTD
BEACH,The Beach Hotel Limited
BEACON,Pegler Beacon NZ Ltd
BEACONP,BEACON PRINTING & PUBLISHING
BEACONSAFE,BEACON SAFETY
BEACONSAFE,BEACON SAFETY T/A  ARENZ
BEAGLE,Les Beagle Electric Refrigerat
BEAGLET,BEAGLE TRADING TRUST
BEALEYS,Bealeys Hotel
BEAM,Beam New Zealand Limited
BEARCOM,Bearcom Auckland
BEATSON,WARWICK BEATSON TRAVEL
BEATTIEAIR,Beattie Air Conditioning
BEAUREP,Beaurepairs
BEAUREPKRI,BEAUREPAIRES KERIKERI
BEAUREPKRI,KERIKERI TYRES LTD
BEAUREPNP,BEAUREPAIRES NEW PLYMOUTH
BEAUREPRAN,Beaurepairs Rangiora
BECA,BECA CARTER HOLLINGS & FERNER
BECKETT,BECKETT COMMERCIAL
BEDDIS,BEDDIS ELECTRICAL LTD
BEECLEAN,BUSY BEE CLEANER
BEGG,BEGG SECURITY GROUP
BEKX,Bekx Communications Netweorks
BEKX,BEKX COMMUNICATIONS NETWORKS
BELFASTAUT,BELFAST AUTOMOTIVE
BELFOR,BELFOR AUTO CENTRE LTD
BELL,BELL GULLY
BELLCOMP,Bell Computer Systems Ltd
BELLFREI,BELL FREIGHT LTD
BELLPLUMB,BELL PLUMBING LTD
BELLTEA,Bell Tea Company Ltd
BELLTEA,BREW GROUP LTD
BENCH,BRIAN BENCH ELECTRONICS
BENCHM,Benchmark Bunnings
BENS,BENS GLASS & GLAZING LTD
BENSAN,Bensan Distribution Ltd
BEP,B E P MARINE
BEP,BEP MARINE
BERICA,Astro Hygene & Packaging
BERICA,BERICA MARKETING
BERNIES,BERNIES LUNCH BAR
BERRIDGE,Berridge Signs & Prom Ltd
BERRY&CO,BERRY & CO.
BESAM,ASSA ABLOY ENTRANCE SYSTEMS NZ
BESTB,BEST BARS LTD
BESTPREST,BEST PRESTIGE LTD
BETACOM,Betacom 1988 Limited
BETACRAFT,BETACRAFT LIMITED
BETAMORPH,Betamorphis ltd
BETTA,BETTA ELECTRICAL
BETTAWKT,Bay Betta Electrical Ltd
BETTER,BETTER BOX CONTRACTING
BETTERC,A Better Cleaning Services Ltd
BETTERCL,Better Cleaning Services Ltd
BEWLEY,bewley electrical
BFBC,BFBC LTD
BHP STEEL,BHP STEEL
BICKERTON,D N BICKERTON ELECTRICAL LTD
BIDFOOD,Bidfood
BIDVEST,BIDVEST FRESH AUCKLAND
BIGALS,BIG ALS FREIGHTING 2016 LTD
BIGBLUE,Big Blue Ltd
BIGBRANDL,BIG BRAND LEISURE LTD
BIGREDS,BIG REDS BUTCHERY
BIGSPLASH,Big Splash Limited
BIGTUFF,Big Tuff Pallets Ltd
BILLHAYWAR,BILL HAYWARD CARPET
BINMAN,THE BIN MAN
BINTEC,BINTEC DISTRIBUTORS
BINTEC,Bintech Distributors
BINTEC,Devpac Ltd t/a Bintec
BIS,BUILDING INSPECTION SERVICES
BISCOM,Biscom
BISHMAN,BISHMAN LTD
BISHOPEL,BISHOP WARD ELECTRICAL
BISHOPTS,T.S.BISHOP (1977) LTD
BIZBEE,Melonie Telke
BIZZYBEE,Bizzy Bee Plumbing
BJ,BJ'S BAKERY LTD
BJC,BJC Elements Ltd
BJMOSS,B J Moss Ltd
BLACKBOX,Black Box Network Services
BLACKD,Black Diamond Technologies Ltd
BLACKDEC,Black & Decker NZ
BLACKDEC,Stanley Black & Decker NZ LTD
BLACKFERNC,BLACK FERN COMMERCIAL CLEANING
BLACKOUT,Blackout Power Products Ltd
BLACKPAYK,Blackwoods Paykels Protector
BLACKS,Blacks Fasteners
BLACKSHEEP,BLACK SHEEP DESIGN
BLACKSTAG,BLACK STAG
BLACKSURG,Blacks & Urquhart Limited
BLACKWEL,BLACKWELL MOTORS LTD
BLACKWELLM,Blackwell Motors Ltd
BLEENGIN,Blenheim Engineering Supplies
BLEREWIND,BLENHEIM REWIND & PUMP SPECIAL
BLICK,Blick Industrial limited
BLISSS,Blisss Cleaning
BLMENG,BLM ENGINEERING CO LIMITED
BLOK,Blok Automation Systems Ltd
BLOOMS,BLOOMS ON CAMERON
BLOXHAMR,R BLOXHAM
BLSLADDERS,BLS Ladders Ltd
BLUEES,Bluee's Glass & Glazing
BLUEGRAS,BLUE GRASS FLAGS LTD
BLUERIB,Blue Ribbon Agencies Ltd
BLUETAXIS,Blue Star Taxis
BLUEWATERP,BLUE WATER PRODUCTS LTD
BLUFF,BLUFF COURIERS
BLUFF,TIKAAN HOLDINGDS LTD
BLUFFCOUR,KWAP PARTNERSHIP T/A BLUFF C
BLUFFELECT,Bluff Electrical Ltd
BLULINK,BluLink Ltd
BMGCREWCUT,BMG CREWCUT HB LTD
BMGROU,B & M GROUP
BMHAND,BM HAND & C ASSIS GUIDOTTI PRT
BMR,BMR SECURITY LTD
BNT,BNT BRAKE & TRANSMISSION NZ LT
BNT,Brake & Transmission NZ Ltd
BNZVISA,BNZ Visa
BOC,BOC GASES NEW ZEALAND LTD
BOEWE,Bowe Garment Care Systems (NZ)
BOIDIESEL,B O I Diesel Car Spec
BOIGAS,BAY OF ISLAND GAS
BOIGAS,Bay of Island Gas Ltd
BOISE,BOISE OFFICE SOLUTIONS
BOLLE,BOLLE NEW ZEALAND
BOMBAYBAZ,TOK INC LTD
BONFIG,BONFIGLIOLI TRANSMISSION NZ
BOONEN,Boonen Electronics
BOOTHSTRAN,Booths Logistics Ltd
BOOTHSTRAN,Booths Transport Limited
BOPCOUNCIL,BAY OF PLENTY REGIONAL COUNCIL
BOPELECT,BAY OF PLENTY ELECTRICITY
BOPELECTK,BAY OF PLENTY ENERGY KAWERAU
BOPNEON,SIGNWAVE (2004) LTD
BOPPRO,BOP Professionals limited
BOPTIMES,Bay of Plenty Times
BOSCHSEC,BOSCH SECURITY SYSTEMS LTD
BOSTIKNZ,BOSTIK NZ
BOTTLEOMOR,RS PVT LTD T/A BOTTLE O
BOULEVARD,BOULEVARD CATERING LTD
BOUTIQUE,Boutique Consultants Ltd
BOWATER,BOWATER HYUNDAI
BOWATERT,BOWATER MOTORS LIMITED
BOWENST,Bowen Street Ltd
BOWERSW,B&W Bowers & Wilkens
BOWERSW,B&W Loudspeakers (NZ) Ltd
BOX&BAG,Box & Bag Centre
BOXMAN,BOXMAN LTD
BOXMAN,BOXMAN STORAGE LTD
BOXMAN,HNEID
BOXNZLTD,BOX NZ LTD
BOYD,Tim Boyd Electrical & Security
BOYDA,BOYD AUDIO VISUAL HIRE
BPC,BRENDON PRICE COMPUTERS LTD
BPTECH,BP TECH LTD
BPWORK,BP WORK SHOP CROMWELL LTD
BRACE-IT,Brace-It Limited
BRACKEN,hch
BRACKEN,ROTORUA MILK DISTRIBUTORS 2005
BRACKEN,T & P BRACKEN-ROTORUA MILK
BRAD,BRADLEY PARTNERSHIP CD & JA
BRAD,CD & JA Bradley Family Trust
BRADEN,Braden Nelson Builder
BRADLEY,BRADLEY AUTOMOTIVE
BRADLEYS,BRADLEY'S MOWING
BRANDD,Brand Developers Ltd
BRANDEX,BRANDEX LTD
BRANDFARM,BRAND FARM LTD
BRANDSTAND,BRANDSTAND NZ LTD
BRASSFIT,Brass Fit Engineering Supplies
BRASSFIT,Brass Fit NZ Ltd
BRAYCO,Brayco Stainless NZ Ltd
BREMCA2,BREMCA INDUSTRIES LTD
BREMCAAIL,AMPP Industries Ltd
BREMCABOP,Bremca Bay Of Plenty Ltd
BREMCAINV,Bremca Southland 2005
BREMCAOTA,Bremca Otago
BREMCAW,Bremca Waikato
BRENNANJJ,J & J Brennan Enterprises Ltd
BRETT,BRETT PRODUCTIONS LTD
BRETTG,Brett Group Holdings Ltd
BREVILLE,Breville NZ Ltd
BREVILLE,HWI NEW ZEALAND
BRIANFORD,Brian Ford Engineering Ltd
BRIANM,Brian-Martin Ltd Electricians
BRIDGEE,Bridge Enterprises Ltd
BRIDGEST,BRIDGESTONE NZ LTD
BRIDGESTNS,BRIDGESTONE NZ LTD
BRIDGMAN,Bridgeman St Panelbeaters Ltd
BRIDGMAN,BRIDGMAN ST PANELBEATERS LTD
BRIENE,BRIEN ELECTRICAL LIMITED
BRIENE,Brien Electrical Ltd
BRIGGS,Briggs & Stratton
BRIGHTIDEA,BRIGHT IDEAS LIGHTING LTD
BRIGHTLIG,Bright Light New Zealand
BRIGHTS,BRIGHT SPARKS ELECTRICAL LTD
BRILLIANT,Brilliant Lighting (Aust) Pty
BRISCOES,Briscoes Homeware
BRISTOL,BRISTOL BABCOCK CONTROLS (NZ)
BRISTOW,Simply Milk
BRITEC,ACCULEC PTY LTD
BRITEC,Bri Tech PTY
BRITEC,BRI-TECH PTY LTD
BRITTAINW,Brittain Wynard & Co Ltd
BROCKLISS,BROCKLISS CONTRACTORS LTD
BROKEN,BROKENSHIRE & ROSS LTD
BROOK,Brookfields Lawyers
BROOKENG,BROOK ENGINEERING
BROOKERS,BROOKERS LIMITED
BROOKS,JOHN BROOKS LTD
BROTHER,BROTHER INTERNATIONAL (NZ) LTD
BROWNB,Brown Brothers Engineers Ltd
BROWNBROS,BROWN BROS. FORD
BROWNBROS,BROWN BROS. OCEAN FORD
BROWNM,THE BROWN MILLER PRESS 2001 LT
BROWNP,Peter Brown & Son Ltd
BRUCED,Bruce Davies Panelbeaters Ltd
BRUCESHAW,BRUCE SHAW MOTORS
BRUNNERS,BRUNNERS WESTPORT LIMITED
BRUNTONENG,Brunton Engineering Ltd
BRYDAN,Brydan On Rose Motor Lodge
BSTCLAIRE,ELIZABETH (BETH) ST CLAIRE
BTI,BTI NEW ZEALAND
BTRACE,BRYCE TOWNSEND
BTS,BTS APPLIANCE SERVICES
BUCK,AUTO CENTRE LEVIN
BUCK,Buckeridge Collision Repairs
BUCK,BUCKINGHAM MOTORS LIMITED
BUCKERIDGE,Buckeridge Collision Repairs
BUDGET,BUDGET RENT A CAR
BUGS,Bugs Or Us
BUGSAWAY,BUGSAWAY PEST CONTROL
BUILD,Building Tender Services
BUILD,Building Tender Services Ltd
BUILDCOMP,BUILDING COMPLIANCE LTD
BUILDEX,Buildex NZ Limited
BUILDTEC,BUILDING TECHNOLOGIES LTD
BUILTIN,BUILTIN NEW ZEALAND
BULLERR,Buller Refrigeration Limited
BULLYHAYES,BULLY HAYES 2003 LTD
BUN,Bun Runners Catering Company
BUNNINGS,BUNNINGS LIMITED
BUONO,BUONO CIBO CUISINE CATERING
BURKERT,Burkert Contromatic NZ Ltd
BURKERT,Burket Contromatic NZ Ltd
BURKHART,Anchor Fresh Milk
BURNS,BURNS & FERRALL LTD
BURNSIDE,BURNSIDE RUGBY FOOTBALL CLUB
BURTONS,Burtons Electrical Service Ltd
BUSCK,Busck Prestressed Concrete Ltd
BUSHMAN,Bushmans Centre
BUSHSTREET,SAUCYDOGZ LTD TRADING AS
BUSINESS,BUSINESS EQUIPMENT SERVICES
BUSINESSNZ,BUSINESS NEW ZEALAND INC
BUSTRAVEL,BUS TRAVEL NZ LTD
BUSY,Busy Bees Cleaning Services
BUSYBEE,BUSY BEES  CLARPET CLEANING
BUYRITE,Buyrite Appliances
BUZZA,BUZZ A BASKET
BYRNECARR,BYRNE CARRIERS LTD
CABLE,Cable Accessories
CABLEF,Cable Ferret Company Limited
CABLENZ,CABLES NZ LTD
CABLERITE,CABLERITE LTD
CABLES,Cables NZ Ltd
CABLES,THE CABLE SHOP
CABLESNZ,CABLES NZ LTD
CABLESWK,The Cable Shop Waikato
CABLESYST,Cable Systems Ltd
CABLEWAY,CABLE WAYS LTD
CACTUSP,CACTUS PLASTICS
CACTUSTAR,AOTEA SECURITY TARANAKI
CAFE,BREW GROUP LTD
CAFE,BREW GROUP LTD/JDE
CAFE,CAFE EXPRESS (NZ) LTD
CAFE,CAFE EXPRESS SOUTH ISLAND LTD
CAFE,JACOBS DOUWE EGBERTS NZ
CAFE10,Cafe 10th Avenue
CAL,C.A.L. OPTICS LTD
CALDERINT,Calder Interiors Ltd
CALDERSTEW,CALDER STEWART INDUSTRIES LTD
CALI-SURE,CALI-SURE
CALLAHANM,CALLAHAN & MARTELLA
CALLCARE,Call Care Answer Servicce
CALTEXWEST,CALTEX WESTPOST LTD
CALYPSOS,Calypso Innovations Ltd
CALYPSOS,CALYPSO SHEETMETALS LTD
CAMBAUTO,CAMBRIDGE AUTO ELECTRIC (2017)
CAMBRAUTO,CAMBRIDGE AUTOMOTIVE (2011)LTD
CAMBRIAN,CAMBRIAN PLASTICS 2000 LTD
CAMBRIDG,Cambridge Parcels
CAMBRIDGEC,CAMBRIDGE CLUB LTD
CAMBSEC,CAMBRIDGE SECURITY 2007 LTD
CAMCARPET,Cambridge Carpet Cleaning
CAMCO,CAMCO AUTOS LTD
CAMCOIND,Camco Industries
CAMELIA,CAMELIA COTTAGE CO LTD
CAMERONA,CAMERON AUTO SERVICES LIMITEDD
CAMERONA,CAMERON AUTOS 2019 LTD
CAMHIRE,Cambridge Hire Centre Ltd
CAMIRA,CAMIRA COMMERCIAL INTERIORS
CAMPELECT,Cambell Electric Queenstown
CAMPHILL,CAMPHILL ENTERPRISES LTD
CAMPREFRIG,CAMPBELL REFRIGERATION
CAMPRO,CAMPBELL TUBE PRODUCTS LTD
CAMPRO,CAMPRO PROPERTIES
CAMPTUBE,Campbell Tube Products Ltd
CAMTEC,Camtec NZ Limited
CAMTEC,CAMTEC SOLUTIONS LTD
CANCERSOC,CANCER SOCIETY OF NZ
CANNON,CANNON HYGIENE NZ LTD
CANNONJ,Cannon James Limited
CANON,Canon New Zealand Ltd
CANPOLY,Canterbury Polythene Pipe
CANS,CABLETALK ASTUTE NETWORK
CANSUB,Canterbury Subcontract Service
CANTAUTO,CANTERBURY AUTO ELECTRIC SERVI
CANTEC,Cantec Services Rotorua Ltd
CANTEMPLOY,CANTERBURY EMPLOYERS CHAMBER
CANTENG,Canterbury Engineering
CANTERBURY,CANTERBURY OF NEW ZEALAND
CANTOFF,Canterbury Office Supplies Ltd
CANTOFFICE,CANTERBURY OFFICE FURNITURE
CANTRAN,Canterbury Transport Spares Lt
CANTUNIV,Canterbury University
CAPERS,Gastown Restaurants Group Ltd
CAPISCO,CAPISCO LIMITED
CAPITALC,Capital City Motors
CAPITALCM,CAPITAL CITYMOTORS LTD
CAPITALP,CAPITAL PACKAGING
CAPITALR,DEXION NZ LTD
CAPITALRWK,Capital Racking NZ Ltd
CAPITALRWK,CAPITAL RACKING WAIKATO LTD
CAPITALRWK,CAPITAL STORAGE SYSTEMS LTD
CAPITALSTR,Capital Streetrace M/Ment Ltd
CAPITALW,CAPITAL WAIKATO
CAPTRON,Captron Electronics Ltd
CARACC,Carac Couplings
CARACC,Ellendean Investments T/A Car
CARBASE,Carbase Car Services Ltd
CARBINE,CARBINE MILK LTD
CARBINES,Carbines Engineering Ltd
CARBON,CARBON BRUSH SUPPLIES LTD
CARBONC,Carbon Credit Plastics Ltd
CARBONE,CARBONE OF NEW ZEALAND LTD
CARBONE,MERSEN Oceania Pty Ltd
CARBONTEC,Carbon Technologies Ltd
CARDINAL,CARDINAL PROPERTY MANAGEMENT L
CARDKEY,CARDKEY LOCKS (NZ) LTD
CARDY,Cardy Business Ltd
CARDYCAB,Cable & Data Technologies Ltd
CARLTAY,CARLTON TAYLOR
CARLTAY,WHITESMITH  LTD
CARLTON,Carlton Party Hire
CARLTONE,Carlton Electrical Ltd
CARLTONHA,CARLTON PARTY HIRE HAMILTON
CARLTONHN,Carlton Party Hire Henderson
CARLTONMK,Carlton Party Hire Manukau
CARLTONNS,Carlton Party Hire North Shore
CARLTONPK,Carlton Party Hire Pakuranga
CARNEGIE,CARNEGIE HOSPITALITY & EVENTS
CARPETCOUR,CARPET COURT HOKITIKA
CARPETCRT,Carpet Court Kerikeri
CARPETONE,CARPET ONE
CARRAEL,Aaron Carr (CT Electrical)
CARREL,CARREL & CARREL LTD
CARRELELEC,Carrel-Electrade Ltd
CARRICKL,Carrick Lodge Motel
CARRIERA,AHI Carrier (NZ) Ltd
CARRIERA,CARRIER AIR CONDITIONING
CARROLLS,Carroll's Logistics
CARSHINE,Carshine Ltd
CARSON,Carson Taylor
CARSONENT,Carson Enterprises
CARSONF,CARSON FABRICATION /J.R.T
CARSWELL,Carswell Construction Ltd
CARTECH,CARTECH WAIKATO
CARTER,Carter Holt Harvey Bus Forms
CARTERELE,CARTER ELECTRONICS LTD
CARTERHOLT,Carter Holt Harvey Limited
CARTERPC,CARTER HOLT HARVEY
CARTERSTYR,CARTERS TYRES
CARTRIDGE,CARTRIDGE WORLD DUNEDIN
CARTRIDGEW,CARTRIDGE WORLD
CARTRIDGEW,CARTRIDGE WORLD- AMALIE NZ LTD
CARWASH,Carwash
CASHBLE,CASH (PETTY CASH) BLENHEIM
CASHFLOW,Cashflow Retail Systems Ltd
CASHHAND,CASH HANDLING SYSTEMS LTD
CASHREG,The Cash Register Doctor Ltd
CASHSK,CASH (PETTY CASH SALES SK)
CASPERS,Caspers Cleaning Ltd
CASTLE,Castle Clothing NZ t/a
CASTLEP,CASTLE PARCELS
CATA,CATAPULT SOFTWARE LIMITED
CATAPULT,BJS (NZ) LTD
CATERCO,THE CATERING COMPANY
CATERCOM,The Catering Company 2006 Ltd
CATLOR,CATLOR MARKETING LIMITED
CATLOR,CELEBRATION GROUPS LTD
CAVIUS,Cavius Nano Limited
CAVIUS,Cavius Nano Ltd
CAVIUS,On Point Distribution Partners
CBBUILD,CB Builders
CBIGHAM,C BIGHAM
CCC,CANTERBURY OF NEW ZEALAND
CCCCART,CCC CARTAGE LTD
CCCLAY,C & C CLAY FAMILY TRUST
CCH,CCH NEW ZEALAND LTD
CDBMEDIA,CDB Media Ltd
CDBMEDIA,d
CDPGROUP,CDP GROUP LTD
CDPSEC,CDP Security NZ Ltd
CDS,CABLE & DATA SERVICES LTD CDS
CEG,CEG INVERCARGILL LTD
CEILING,CEILING FAN COMPANY
CEILINGFAN,Ceiling Fan Co. (2004) Ltd
CEILINGFCO,Ceiling Fan Company 2015 NZ
CEILINGFCO,CEILING FAN COMPANY NZ LTD
CELABIT,CELABIT CORPORATION LTD
CELCIUS,CELCIUS LTD
CELEBRATE,Celebrate @ L'Amour Flowers
CELEMETRIX,Celemetrix SRC Pty Ltd
CELEMETRIX,Trescal (Australia) Pty Ltd-NZ
CELLECT,Cellect
CELLNET,Cellnet
CELLTOWN,Cellquip Limited
CELLTOWN,Celltown Ltd
CEMACAK,CEMAC AUCKLAND LTD
CEMACCENT,CEMAC CENTRAL LTD
CENBA,Century Batteries Ltd
CENBA,Century Yuasa Batteries Ltd
CENPOW,Central Power Save
CENS,CENSOR ALARMS 2001 LIMITED
CENS,Censor Alarms 2001 Ltd
CENSOUFR,CENTRAL SOUTHLAND FREIGHT
CENTCAR,Central Car Cleaners
CENTFORK,CENTRAL FORKLIFTS LTD
CENTFREI,CENTRAL FREIGHT SERVICES
CENTPANEL,Central PanelBeaters Ltd
CENTRAL,CENTRAL RADIO SERVICES LTD
CENTRAL,Central Security Wanaka Ltd
CENTRALF,Central Motor Group Ltd
CENTRALFOR,Central Forklift Group Ltd
CENTRALFOR,Central Group Forklifts
CENTRALH,CENTRAL HEATING NEW ZEALAND
CENTRALM,CENTRAL MOTORWAYS LTD
CENTRALO,Central Office Supplies
CENTRALOT,CENTRAL OTAGO WASTEBUSTERS
CENTRALP,Central Park Motor Inn
CENTRALSEC,CENTRAL SECURITY WAIKATO LTD
CEREBOS,CEREBOS GREGGS LTD
CERVIN,Cervin Publishing Ltd
CESTERSPLU,Chester's Plumbing & Bathroom
CGBENNETT,CG & JF BENNETT TRUST
CHADWICKC,Chadwick Collective Ltd
CHAINRIG,CHAIN RIGGING SUPPLIES LTD
CHAINRIGG,CHAIN & RIGGING SUPPLIES LTD
CHAINS,CHAINSAWS & MOWERS 2006 LTD
CHAINS,Stihl Shop Masterton
CHAINSAW,Chainsaws Sales & Services Ltd
CHALLLOGIS,CHALLENGE LOGISTICS LTD
CHALLSEC,Challenge Security 2002 Ltd
CHAMBER,Chamberlain Electrical Ltd
CHAMBER,DK Electrical (2008) Ltd
CHANCELLOR,HOTEL GRAND CHANCELLOR
CHAND,Elektron Group Ltd
CHAND,WARD CHANDLER ELECTRICAL
CHANNEL,Channel Ten Security Imports
CHAPMANMAY,CHAPMAN MAYFIELD PANEL & PAINT
CHAPMANT,CHAPMAN TRIPP
CHARTWELL,CHARTWELL INTERNATIONAL LTD
CHASTON,CHASTON ELECTRICAL LTD
CHATSWOOD,Chatswood Trading
CHCHBOYS,CHRISTCHURCH BOYS HIGH SCHOOL
CHCHCITY,Christchurch City Council
CHCHCITYBE,CHRISTCHURCH CITY COUNCIL
CHCHCITYBW,Christchurch City Council
CHCHELECT,CHCH Electrical  (1999) Ltd
CHCHELECT,CHCH ELECTRICAL LTD
CHCOUNCIL,Christchurch City Council
CHECKM,Checkmate NZ Ltd
CHECKPOI,CHECKPOINT TIME & BUSINESS
CHEEKYRD,Cheeky Rooster Distribution
CHEERZ,Cheerz Super Liquor
CHEERZ,Super Liquor Morrinsville
CHEMCHEK,CHEMCHEK NZ LTD
CHEMDRYAK,CITY OF SAILS CHEM- DRY
CHEMDRYR,Chemdry Rotorua
CHEMDRYS,CHEMDRY SOUTHLAND LTD
CHEMWASH,Chemwash Tauranga
CHEMWASHC,CHEMWASH CLEANING
CHEMWASHW,CHEMWASH WHAKATANE
CHEMZ,CHEMZ LTD
CHERRYC,Cherry Cleaning
CHESTERSPL,Chester's Plumbing & Bathroom
CHEVAUTO,Cheviot Auto Accessories Ltd
CHEVPAC,Chevpac
CHEVPAC,Chevpac Machinery Limited
CHEVY,CHEVY'S COFFEE
CHILLMAXRA,CHILLMAX REFRIGERATION &
CHILLTECHL,CHILL TECHNOLOGY LTD
CHIPTECH,Chiptech Ltd
CHISHOLMS,CHISHOLMS LIMITED
CHISHOLMS,Maxilam NZ Ltd
CHNZ,CH NEW ZEALAND LIMITED
CHOICE,CHOICE CATERING EQUIPMENT LTD
CHOICE,NISBET NZ LTD
CHOICETOOL,Choice Tools Ltd
CHOPPINGMA,Chopping M A
CHRISRYAN,CHRIS RYAN PLUMBING LTD
CHRISS,CHRIS SMITH GLASS LTD
CHRISTIE,Christie Electrics
CHUBB,CHUBB NZ LTD
CHUBBFS,Chubb NZ Ltd
CHUBBLOCK,CHUBB LOCK & SAFE
CHUBBPRO,Chubb Protective Services
CINDERS,CINDERS FAIRIES LTD
CINZ,AVW  Limited
CINZ,AVW & CINZ LIMITED
CIPLPTY,CIPL Pty Ltd
CIRQUE,Cirque Rocks Ltd
CITI,CITISPRINT COURIERS
CITYFLOR,SOUTH POINT GROUP LTD
CITYFLOR,SYLVIA PARK FLORIST
CITYGUARD,CITYGUARD NZ LTD
CITYLIGHTS,CITY LIGHTS LIGHTHOUSE
CITYLOCK,City Locksmiths Ltd
CITYPOWER,CITY POWER TOOLS
CITYPOWERT,City Power Tools Ltd
CITYSPRI,City Sprint Couriers
CITYSWIT,Citywide Switchboards
CITYWIDE,CITYWIDE PLUMBING SERVICES
CITYWIDEBU,CITYWIDE BUSINESS SYSTEMS LTD
CIVICWH,CIVIC WHOLESALE
CIVILQUIP,Civilquip Ltd
CIVILQUIP,Hazero Limited
CJAYS,C-JAYS SERVICES
CLALIGHT,CLA Lighting New Zealand
CLAMP,Clamp Products Ltd
CLANCY,Clancy Fisher Oxner & Byrant
CLANZ,CORPORATE LAWYERS ASSOCIATION
CLARKAUTO,LIONEL CLARK AUTO SERVICES
CLARKE&CO,CLARKE & CO PROPERTY GROUP LTD
CLARKEC,C J Clarke
CLARKSONSE,CLARKSONS ELECTRICAL LIMITED
CLASSICA,Classic Asset Management
CLASSICCUI,CLASSIC CUISINE TRUST
CLAUDE,CLAUDE NEON ADVERTISING LTD
CLAYMOUNT,CLAYMOUNT ELECTRICAL PTY LTD
CLAYTON,CLAYTON AUTOMOTIVE & TRUCK SER
CLAYWORT,CLAYWORTH ELECTRONICS LTD
CLEANBIZ,CLEANBIZ
CLEANCORP,SHRI KRISHNA CLEANING
CLEANCREW,The Clean Crew
CLEANDEP,Proclean Cleaning Depot
CLEANERS,THE CLEANERS WAREHOUSE
CLEANET,CLEANET CLEANING SERVICE LTD
CLEANISLAN,Clean Island Ltd
CLEANIT,Cleanit Skips
